section	command_id	title	action_key
Main	40419	Item navigation: Select and move to item in next track	Main:40419
Main	40420	Markers: Remove all markers from time selection	Main:40420
Main	40421	Item: Select all items in track	Main:40421
Main	40422	View: Show screen/track/item sets window	Main:40422
Main	40424	Envelope: Set shape of selected points to slow start/end	Main:40424
Main	40425	Envelope: Set default point shape to slow start/end	Main:40425
Main	40428	Envelope: Set shape of selected points to fast start	Main:40428
Main	40429	Envelope: Set shape of selected points to fast end	Main:40429
Main	40430	Envelope: Set default point shape to fast start	Main:40430
Main	40431	Envelope: Set default point shape to fast end	Main:40431
Main	40433	Item properties: Set item timebase to time	Main:40433
Main	40434	View: Move edit cursor to play cursor	Main:40434
Main	40435	Options: Show all takes in lanes (when room)	Main:40435
Main	40436	Item: Apply track/take FX to items (MIDI output)	Main:40436
Main	40437	Item properties: Toggle item play all takes	Main:40437
Main	40438	Take: Implode items across tracks into takes	Main:40438
Main	40439	Item: Set selected media online	Main:40439
Main	40440	Item: Set selected media offline	Main:40440
Main	40441	Peaks: Rebuild peaks for selected items	Main:40441
Main	40442	Help: Check for new versions	Main:40442
Main	40484	Item properties: Set item timebase to beats (position, length, rate)	Main:40484
Main	40485	Item properties: Set item timebase to beats (position only)	Main:40485
Main	40486	Track properties: Set track timebase to project default	Main:40486
Main	40487	Track properties: Set track timebase to time	Main:40487
Main	40488	Track properties: Set track timebase to beats (position, length, rate)	Main:40488
Main	40489	Track properties: Set track timebase to beats (position only)	Main:40489
Main	40490	Track: Arm all tracks for recording	Main:40490
Main	40491	Track: Unarm all tracks for recording	Main:40491
Main	40492	Track: Set track record monitor to off	Main:40492
Main	40493	Track: Set track record monitor to on	Main:40493
Main	40494	Track: Set track record monitor to auto/tape	Main:40494
Main	40495	Track: Cycle track record monitor	Main:40495
Main	40496	Track: Set track record mode to input	Main:40496
Main	40497	Track: Set track record mode to output (stereo)	Main:40497
Main	40498	Track: Set track record mode to none (monitoring only)	Main:40498
Main	40499	Track: Set track record mode to output (stereo latency compensated)	Main:40499
Main	40500	Track: Set track record mode to MIDI output	Main:40500
Main	40501	Track: Set track record mode to output (mono)	Main:40501
Main	40502	Track: Set track record mode to output (mono latency compensated)	Main:40502
Main	40503	Track: Set track record mode to MIDI overdub	Main:40503
Main	40504	Track: Set track record mode to MIDI replace	Main:40504
Main	40505	Track: Select last touched track	Main:40505
Main	40507	Options: Show overlapping media items in lanes	Main:40507
Main	40508	Item: Trim items to selected area	Main:40508
Main	40509	Item: Fade items in to cursor	Main:40509
Main	40510	Item: Fade items out from cursor	Main:40510
Main	40511	Item: Trim items left of cursor	Main:40511
Main	40512	Item: Trim items right of cursor	Main:40512
Main	40513	View: Move edit cursor to mouse cursor	Main:40513
Main	40514	View: Move edit cursor to mouse cursor (no snapping)	Main:40514
Main	40515	Item properties: Pitch item up one octave	Main:40515
Main	40516	Item properties: Pitch item down one octave	Main:40516
Main	40517	Item properties: Increase item rate by ~6% (one semitone)	Main:40517
Main	40518	Item properties: Decrease item rate by ~6% (one semitone)	Main:40518
Main	40519	Item properties: Increase item rate by ~0.6% (10 cents)	Main:40519
Main	40520	Item properties: Decrease item rate by ~0.6% (10 cents)	Main:40520
Main	40521	Transport: Set playrate to 1.0	Main:40521
Main	40522	Transport: Increase playrate by ~6% (one semitone)	Main:40522
Main	40523	Transport: Decrease playrate by ~6% (one semitone)	Main:40523
Main	40524	Transport: Increase playrate by ~0.6% (10 cents)	Main:40524
Main	40525	Transport: Decrease playrate by ~0.6% (10 cents)	Main:40525
Main	40526	Transport: Apply playrate to current BPM (no reset playrate)	Main:40526
Main	40527	View: Clear all peak indicators	Main:40527
Main	40528	Item: Select item under mouse cursor	Main:40528
Main	40529	Item: Select item under mouse cursor (leaving other items selected)	Main:40529
Main	40530	Item: Toggle selection of item under mouse cursor	Main:40530
Main	40531	Transport: Show playrate control	Main:40531
Main	40532	Transport: Show play state as text	Main:40532
Main	40533	Transport: Center transport controls	Main:40533
Main	40534	Transport: Time unit: Measures.Beats / minutes:Seconds	Main:40534
Main	40535	Track: Set all FX offline for selected tracks	Main:40535
Main	40536	Track: Set all FX online for selected tracks	Main:40536
Main	40537	Track: Render tracks to mono post-fader stem tracks (and mute originals)	Main:40537
Main	40541	Item: Set snap offset to cursor	Main:40541
Main	40542	Item: Set snap offset to nearest grid line	Main:40542
Main	40543	Take: Implode items on same track into takes	Main:40543
Main	40547	Item properties: Loop section of audio item source	Main:40547
Main	40548	Item: Heal splits in items	Main:40548
Main	40549	Mixer: Toggle show FX inserts if space available	Main:40549
Main	40557	Mixer: Toggle show sends if space available	Main:40557
Main	40566	Item properties: Toggle take preserve pitch	Main:40566
Main	40567	Locking: Clear all lock modes	Main:40567
Main	40568	Locking: Set all lock modes	Main:40568
Main	40569	Locking: Enable locking	Main:40569
Main	40570	Locking: Disable locking	Main:40570
Main	40571	Locking: Set time selection locking mode	Main:40571
Main	40572	Locking: Clear time selection locking mode	Main:40572
Main	40573	Locking: Toggle time selection locking mode	Main:40573
Main	40574	Locking: Set full item locking mode	Main:40574
Main	40575	Locking: Clear full item locking mode	Main:40575
Main	40576	Locking: Toggle full item locking mode	Main:40576
Main	40577	Locking: Set left/right item locking mode	Main:40577
Main	40578	Locking: Clear left/right item locking mode	Main:40578
Main	40579	Locking: Toggle left/right item locking mode	Main:40579
Main	40580	Locking: Set up/down item locking mode	Main:40580
Main	40581	Locking: Clear up/down item locking mode	Main:40581
Main	40582	Locking: Toggle up/down item locking mode	Main:40582
Main	40583	Locking: Set track envelope locking mode	Main:40583
Main	40584	Locking: Clear track envelope locking mode	Main:40584
Main	40585	Locking: Toggle track envelope locking mode	Main:40585
Main	40586	Locking: Set region locking mode	Main:40586
Main	40587	Locking: Clear region locking mode	Main:40587
Main	40588	Locking: Toggle region locking mode	Main:40588
Main	40589	Locking: Set marker locking mode	Main:40589
Main	40590	Locking: Clear marker locking mode	Main:40590
Main	40591	Locking: Toggle marker locking mode	Main:40591
Main	40592	Locking: Set time signature marker locking mode	Main:40592
Main	40593	Locking: Clear time signature marker locking mode	Main:40593
Main	40594	Locking: Toggle time signature marker locking mode	Main:40594
Main	40595	Locking: Set item edges locking mode	Main:40595
Main	40596	Locking: Clear item edges locking mode	Main:40596
Main	40597	Locking: Toggle item edges locking mode	Main:40597
Main	40598	Locking: Set item fade/volume handles locking mode	Main:40598
Main	40599	Locking: Clear item fade/volume handles locking mode	Main:40599
Main	40600	Locking: Toggle item fade/volume handles locking mode	Main:40600
Main	40601	Item: Render items to new take (preserve source type)	Main:40601
Main	40602	Performance meter: Reset graph	Main:40602
Main	40603	Take: Paste as takes in items	Main:40603
Main	40604	Track: View track recording settings (MIDI quantize, file format/path) for last touched track	Main:40604
Main	40605	Show action list	Main:40605
Main	40606	Item: Glue items, including leading fade-in and trailing fade-out	Main:40606
Main	40607	Track: Allow track media buffering	Main:40607
Main	40608	Track: Prevent track media buffering	Main:40608
Main	40609	Track: Allow track anticipative FX	Main:40609
Main	40610	Track: Prevent track anticipative FX	Main:40610
Main	40611	Item: Set item end to cursor	Main:40611
Main	40612	Item: Set items length to source media lengths	Main:40612
Main	40613	Markers: Delete marker near cursor	Main:40613
Main	40614	Markers: Edit marker near cursor	Main:40614
Main	40615	Markers: Delete region near cursor	Main:40615
Main	40616	Markers: Edit region near cursor	Main:40616
Main	40617	Markers: Delete time signature marker near cursor	Main:40617
Main	40618	Markers: Edit time signature marker near cursor	Main:40618
Main	40619	Show external timecode synchronization settings	Main:40619
Main	40620	Toggle external timecode synchronization	Main:40620
Main	40621	Options: Toggle loop points linked to time selection	Main:40621
Main	40622	Time selection: Copy time selection to loop points	Main:40622
Main	40623	Time selection: Copy loop points to time selection	Main:40623
Main	40624	Loop points: Remove loop points	Main:40624
Main	40625	Time selection: Set start point	Main:40625
Main	40626	Time selection: Set end point	Main:40626
Main	40627	Locking: Set loop points locking mode	Main:40627
Main	40628	Locking: Clear loop points locking mode	Main:40628
Main	40629	Locking: Toggle loop points locking mode	Main:40629
Main	40630	Go to start of time selection	Main:40630
Main	40631	Go to end of time selection	Main:40631
Main	40632	Go to start of loop	Main:40632
Main	40633	Go to end of loop	Main:40633
Main	40634	Loop points: Remove loop point selection	Main:40634
Main	40635	Time selection: Remove time selection	Main:40635
Main	40636	Item properties: Loop item source	Main:40636
Main	40637	Virtual MIDI keyboard: Send all input to VKB	Main:40637
Main	40638	Item: Show FX chain for item take	Main:40638
Main	40639	Take: Duplicate active take	Main:40639
Main	40640	Item: Remove FX for item take	Main:40640
Main	40641	Track properties: Toggle free item positioning	Main:40641
Main	40642	Take: Explode takes of items in place	Main:40642
Main	40643	Take: Explode takes of items in order	Main:40643
Main	40644	Item: Implode items across tracks into items on one track	Main:40644
Main	40645	Item: Auto-reposition items in free item positioning mode	Main:40645
Main	40646	View: Move cursor left to grid division	Main:40646
Main	40647	View: Move cursor right to grid division	Main:40647
Main	40648	Options: Add edge points when moving envelope points with items	Main:40648
Main	40649	Options: Add edge points when ripple editing or inserting time	Main:40649
Main	40650	Options: Reduce envelope data when recording or drawing automation	Main:40650
Main	40651	View: Toggle show/hide item labels	Main:40651
Main	40652	Item properties: Set item rate to 1.0	Main:40652
Main	40653	Item properties: Reset item pitch	Main:40653
Main	40666	Record: Start new files during recording	Main:40666
Main	40667	Transport: Stop (save all recorded media)	Main:40667
Main	40668	Transport: Stop (DELETE all recorded media)	Main:40668
Main	40669	Record: Remove recorded media not yet in project	Main:40669
Main	40670	Record: Add recorded media to project	Main:40670
Main	40671	Transport: Toggle preserve pitch in audio items when changing master playrate	Main:40671
Main	40672	Transport: Apply playrate to current BPM	Main:40672
Main	40680	Transport: Show play position tempo and time signature	Main:40680
Main	40681	Envelope: Set default point shape to bezier	Main:40681
Main	40683	Envelope: Set shape of selected points to bezier	Main:40683
Main	40684	Convert active take MIDI to in-project MIDI source data	Main:40684
Main	40685	Convert active take MIDI to .mid file reference	Main:40685
Main	40687	Item properties: Toggle lock	Main:40687
Main	40688	Item properties: Lock	Main:40688
Main	40689	Item properties: Unlock	Main:40689
Main	40690	Theme development: Show theme element finder	Main:40690
Main	40691	View: Toggle show media cues in items	Main:40691
Main	40692	Item: Import item media cues as project markers	Main:40692
Main	40693	Take: Toggle take volume envelope	Main:40693
Main	40694	Take: Toggle take pan envelope	Main:40694
Main	40695	Take: Toggle take mute envelope	Main:40695
Main	40696	Track: Rename last touched track	Main:40696
Main	40697	Remove items/tracks/envelope points (depending on focus)	Main:40697
Main	40698	Edit: Copy items	Main:40698
Main	40699	Edit: Cut items	Main:40699
Main	40701	Insert virtual instrument on new track...	Main:40701
Main	40702	Track: Insert new track at end of track list	Main:40702
Main	40703	View: Show item labels	Main:40703
Main	40704	Item: Set to custom color...	Main:40704
Main	40705	Item: Set to random colors	Main:40705
Main	40706	Item: Set to one random color	Main:40706
Main	40707	Item: Set to default color	Main:40707
Main	40708	View: Hide item labels	Main:40708
Main	40716	View: Toggle show MIDI editor windows	Main:40716
Main	40717	Item: Select all items in current time selection	Main:40717
Main	40718	Item: Select all items on selected tracks in current time selection	Main:40718
Main	40719	Item properties: Mute	Main:40719
Main	40720	Item properties: Unmute	Main:40720
Main	40721	Loop points: Halve loop length	Main:40721
Main	40722	Loop points: Double loop length	Main:40722
Main	40723	View: Expand selected track height, minimize others	Main:40723
Main	40725	Grid: Toggle measure grid	Main:40725
Main	40726	Envelope: Insert 4 envelope points at time selection	Main:40726
Main	40727	View: Minimize all tracks	Main:40727
Main	40728	Track: Solo tracks	Main:40728
Main	40729	Track: Unsolo tracks	Main:40729
Main	40730	Track: Mute tracks	Main:40730
Main	40731	Track: Unmute tracks	Main:40731
Main	40732	Item: Split at media cues	Main:40732
Main	40733	Item: Shrink to first media cue	Main:40733
Main	40734	Item: Shrink to last media cue	Main:40734
Main	40735	Item: Shrink to first and last media cues	Main:40735
Main	40736	Track: Toggle automatic record-arm when track selected	Main:40736
Main	40737	Track: Set automatic record-arm when track selected	Main:40737
Main	40738	Track: Clear automatic record-arm	Main:40738
Main	40740	Track: Set/clear all tracks automatic record-arm	Main:40740
Main	40741	Move edit cursor to next cue in items	Main:40741
Main	40742	Move edit cursor to previous cue in items	Main:40742
Main	40743	Track: Nudge master track volume up	Main:40743
Main	40744	Track: Nudge master track volume down	Main:40744
Main	40745	Options: Solo in front	Main:40745
Main	40746	Item: Split item under mouse cursor	Main:40746
Main	40747	Item: Split item under mouse cursor (select left)	Main:40747
Main	40748	Item: Split item under mouse cursor (select right)	Main:40748
Main	40749	Options: Set loop points linked to time selection	Main:40749
Main	40750	Options: Unset loop points linked to time selection	Main:40750
Main	40751	Track properties: Set free item positioning	Main:40751
Main	40752	Track properties: Unset free item positioning	Main:40752
Main	40753	Snapping: Disable snap	Main:40753
Main	40754	Snapping: Enable snap	Main:40754
Main	40755	Snapping: Save snap state	Main:40755
Main	40756	Snapping: Restore snap state	Main:40756
Main	40757	Item: Split items at edit cursor (no change selection)	Main:40757
Main	40758	Item: Split items at edit cursor (select left)	Main:40758
Main	40759	Item: Split items at edit cursor (select right)	Main:40759
Main	40760	Item: Dynamic split items...	Main:40760
Main	40762	View: Restore next zoom/scroll position	Main:40762
Main	40768	View: Show track grouping matrix window	Main:40768
Main	40769	Unselect all tracks/items/envelope points	Main:40769
Main	40770	Track: Unset track solo defeat (all tracks)	Main:40770
Main	40771	Track: Toggle all track grouping enabled	Main:40771
Main	40772	Track: Set track grouping parameters	Main:40772
Main	40773	Item: Create chromatic MIDI from items	Main:40773
Main	40777	Grid: Set to 1/12 (1/8 triplet)	Main:40777
Main	40780	Grid: Set to 1/2	Main:40780
Main	40782	Grid: Adjust by 1/1.5	Main:40782
Main	40783	Grid: Adjust by 1/2	Main:40783
Main	40784	Grid: Adjust by 1/3	Main:40784
Main	40785	Grid: Adjust by 1.5	Main:40785
Main	40786	Grid: Adjust by 2	Main:40786
Main	40787	Grid: Adjust by 3	Main:40787
Main	40788	Track: Render tracks to stereo stem tracks (and mute originals)	Main:40788
Main	40789	Track: Render tracks to mono stem tracks (and mute originals)	Main:40789
Main	40790	Move edit cursor to previous zero crossing in items	Main:40790
Main	40791	Move edit cursor to next zero crossing in items	Main:40791
Main	40792	Item: Split at previous zero crossing	Main:40792
Main	40793	Item edit: Move items/envelope points left by grid size	Main:40793
Main	40794	Item edit: Move items/envelope points right by grid size	Main:40794
Main	40795	Item properties: Set take preserve pitch	Main:40795
Main	40796	Item properties: Clear take preserve pitch	Main:40796
Main	40797	Item properties: Increase item rate by ~6% (one semitone), clear 'preserve pitch'	Main:40797
Main	40798	Item properties: Decrease item rate by ~6% (one semitone), clear 'preserve pitch'	Main:40798
Main	40799	Item properties: Increase item rate by ~0.6% (10 cents), clear 'preserve pitch'	Main:40799
Main	40800	Item properties: Decrease item rate by ~0.6% (10 cents), clear 'preserve pitch'	Main:40800
Main	40801	Create measure from time selection (new time signature)...	Main:40801
Main	40802	Time selection: Extend time selection to next transient in items	Main:40802
Main	40803	Time selection: Swap left edge of time selection to next transient in items	Main:40803
Main	40836	Item navigation: Move cursor to nearest transient in items	Main:40836
Main	40837	Move edit cursor to start of next measure (no seek)	Main:40837
Main	40838	Move edit cursor to start of current measure (no seek)	Main:40838
Main	40839	Move edit cursor forward one measure (no seek)	Main:40839
Main	40840	Move edit cursor back one measure (no seek)	Main:40840
Main	40841	Move edit cursor forward one beat (no seek)	Main:40841
Main	40842	Move edit cursor back one beat (no seek)	Main:40842
Main	40843	Set project tempo from time selection (new time signature)...	Main:40843
Main	40844	Track: View input FX chain for current/last touched track	Main:40844
Main	40845	Help: All actions	Main:40845
Main	40846	Track: View FX chain for master track	Main:40846
Main	40847	Item: Open item inline editors	Main:40847
Main	40848	View: Restore previous zoom/scroll position	Main:40848
Main	40849	File: Export project MIDI...	Main:40849
Main	40850	Item: Show notes for items...	Main:40850
Main	40851	Envelope: Toggle display in separate lane for selected envelope	Main:40851
Main	40852	Track: Set track record mode to MIDI touch-replace	Main:40852
Main	40853	Track: Toggle show/hide in TCP	Main:40853
Main	40855	Item: Mute active take of multitake item within time selection	Main:40855
Main	40856	Item: Solo active take of multitake item within time selection	Main:40856
Main	40857	Automation lane: Increase active fader a little bit	Main:40857
Main	40858	Automation lane: Decrease active fader a little bit	Main:40858
Main	40859	New project tab	Main:40859
Main	40860	Close current project tab	Main:40860
Main	40861	Next project tab	Main:40861
Main	40862	Previous project tab	Main:40862
Main	40863	Envelope: Toggle record arm for selected envelope	Main:40863
Main	40866	Track: Toggle track mute envelope active	Main:40866
Main	40867	Track: Toggle track mute envelope visible	Main:40867
Main	40868	Transport: Toggle transport home/end marker navigation	Main:40868
Main	40869	View: Restore previous zoom level	Main:40869
Main	40871	Project tabs: Run background projects	Main:40871
Main	40872	Project tabs: Auto-offline background project media	Main:40872
Main	40873	Project tabs: Run stopped background projects	Main:40873
Main	40874	Project tabs: Always show project tabs	Main:40874
Main	40875	View: Restore next zoom level	Main:40875
Main	40876	Global automation override: No override (set automation modes per track)	Main:40876
Main	40877	Track: Freeze to multichannel (render pre-fader, save/remove items and online FX)	Main:40877
Main	40878	Global automation override: All automation in trim/read mode	Main:40878
Main	40879	Global automation override: All automation in read mode	Main:40879
Main	40880	Global automation override: All automation in touch mode	Main:40880
Main	40881	Global automation override: All automation in latch mode	Main:40881
Main	40882	Global automation override: All automation in write mode	Main:40882
Main	40883	Envelope: Toggle bypass for selected envelope	Main:40883
Main	40884	Envelope: Toggle hide/display selected envelope	Main:40884
Main	40885	Global automation override: Bypass all automation	Main:40885
Main	40886	File: Close all projects	Main:40886
Main	40887	Envelope: Reduce number of points...	Main:40887
Main	40888	Envelope: Show all active envelopes for tracks	Main:40888
Main	40889	Envelope: Hide all envelopes for tracks	Main:40889
Main	40890	Envelope: Toggle show all active envelopes for tracks	Main:40890
Main	40891	Envelope: Toggle display all visible envelopes in lanes for tracks	Main:40891
Main	40892	Track: Render tracks to multichannel post-fader stem tracks (and mute originals)	Main:40892
Main	40893	Track: Render tracks to multichannel stem tracks (and mute originals)	Main:40893
Main	40894	Item: Explode multichannel audio or MIDI to new one-channel items	Main:40894
Main	40895	Track: Set track record mode to output (full multichannel)	Main:40895
Main	40896	Track: Set track record mode to output (full multichannel compensated)	Main:40896
Main	40897	File: Save all projects	Main:40897
Main	40898	Markers: Renumber all markers in timeline order	Main:40898
Main	40899	Track: Set track icon...	Main:40899
Main	40900	Track: Remove track icon	Main:40900
Main	40901	Track: Freeze to mono (render pre-fader, save/remove items and online FX)	Main:40901
Main	40903	Mixer: Toggle show track icons in mixer	Main:40903
Main	40904	Grid: Set framerate grid	Main:40904
Main	40905	Toolbars: Customize...	Main:40905
Main	40906	View: Show track manager window	Main:40906
Main	40907	Track: Insert/show reaControlMIDI (MIDI track control)	Main:40907
Main	40908	Global automation override: Toggle bypass all automation	Main:40908
Main	40909	Project tabs: Hide all background project windows	Main:40909
Main	40910	Mixer: Toggle show FX parameters if space available	Main:40910
Main	40911	Item: Set focus to item under mouse cursor	Main:40911
Main	40912	Options: Toggle auto-crossfade on split	Main:40912
Main	40913	Track: Vertical scroll selected tracks into view	Main:40913
Main	40914	Track: Set first selected track as last touched track	Main:40914
Main	40915	Envelope: Insert new point at current position	Main:40915
Main	40916	Item: Crossfade items within time selection	Main:40916
Main	40917	Master track: Toggle stereo/mono (L+R)	Main:40917
Main	40918	Item: Set item mix behavior to enclosed items replace enclosing items	Main:40918
Main	40919	Item: Set item mix behavior to always mix	Main:40919
Main	40920	Item: Explode MIDI note rows (pitch) to new items	Main:40920
Main	40921	Item: Set item mix behavior to always replace	Main:40921
Main	40922	Item: Set item mix behavior to project default	Main:40922
Main	40923	Grid: Set measure grid	Main:40923
Main	40925	Markers: Quantize tempo markers to MIDI resolution	Main:40925
Main	40926	Envelope: Toggle show all active envelopes for all tracks	Main:40926
Main	40929	File: Open render queue	Main:40929
Main	40930	Item: Remove content (trim) behind items	Main:40930
Main	40931	Item: Split items at project markers	Main:40931
Main	40932	Item: Split items at timeline grid	Main:40932
Main	40934	Project recording settings	Main:40934
Main	40936	Item properties: Normalize items (reset to unity if already normalized)	Main:40936
Main	40937	Item properties: Normalize multiple items to common gain (reset to unity if already normalized)	Main:40937
Main	40938	Item properties: Reset item take gain to +0dB (un-normalize)	Main:40938
Main	41038	Pre-roll: Toggle pre-roll on record [deprecated duplicate]	Main:41038
Main	41039	Loop points: Set loop points to items	Main:41039
Main	41040	Move edit cursor to start of next measure	Main:41040
Main	41041	Move edit cursor to start of current measure	Main:41041
Main	41042	Move edit cursor forward one measure	Main:41042
Main	41043	Move edit cursor back one measure	Main:41043
Main	41044	Move edit cursor forward one beat	Main:41044
Main	41045	Move edit cursor back one beat	Main:41045
Main	41046	Toggle show master tempo envelope	Main:41046
Main	41049	Insert new subproject...	Main:41049
Main	41050	Toggle show master track and tempo envelope	Main:41050
Main	41051	Item properties: Toggle take reverse	Main:41051
Main	41054	Item edit: Toggle relative grid snap	Main:41054
Main	41059	Item: Crossfade any overlapping items	Main:41059
Main	41060	ReaScript: Run reaScript (EEL or lua)...	Main:41060
Main	41061	ReaScript: Run last reaScript (EEL or lua)	Main:41061
Main	41062	Project tabs: Play stopped background projects with active project	Main:41062
Main	41063	Project tabs: Synchronize play start times w/ play background projects	Main:41063
Main	41064	[developer] Write C++ API functions header	Main:41064
Main	41065	ReaScript: Open reaScript documentation (html)...	Main:41065
Main	41067	Track: Insert multiple new tracks...	Main:41067
Main	41069	Item: Move, stretch, and loop items to fit time selection	Main:41069
Main	41070	Reset soft takeover for all MIDI controller assignments	Main:41070
Main	41071	Options: Toggle pooled (ghost) MIDI source data when copying media items	Main:41071
Main	41072	Item: Paste items/tracks, creating pooled (ghost) MIDI items and automation items regardless of preferences/Media/MIDI and preferences/Media/Automation settings	Main:41072
Main	41074	Toggle show all floating windows	Main:41074
Main	41075	[developer] Debug console	Main:41075
Main	41076	File: Batch file converter	Main:41076
Main	41077	Toggle show all floating windows (except mixer)	Main:41077
Main	41078	FX: Auto-float new FX windows	Main:41078
Main	41079	Toggle show all floating windows (except unattached docker)	Main:41079
Main	41080	Toggle show all floating windows (except mixer and unattached docker)	Main:41080
Main	41084	Toolbar: Show/hide toolbar docker	Main:41084
Main	41109	Automation: Toggle track between touch and trim/read modes	Main:41109
Main	41110	Track: Select track under mouse	Main:41110
Main	41115	Item: Invert selection	Main:41115
Main	41116	Options: Cycle through editing modes: Auto-crossfade off, auto-crossfade on, trim content behind items	Main:41116
Main	41117	Options: Toggle trim behind items when editing	Main:41117
Main	41118	Options: Enable auto-crossfades	Main:41118
Main	41119	Options: Disable auto-crossfades	Main:41119
Main	41122	Envelope: Increase bezier tension for selected points by 5%	Main:41122
Main	41123	Envelope: Decrease bezier tension for selected points by 5%	Main:41123
Main	41124	Envelope: Increase bezier tension for selected points by 25%	Main:41124
Main	41125	Envelope: Decrease bezier tension for selected points by 25%	Main:41125
Main	41126	Envelope: Insert new point at current position to all visible track envelopes	Main:41126
Main	41127	Item: Select next adjacent non-overlapping item	Main:41127
Main	41128	Item: Select previous adjacent non-overlapping item	Main:41128
Main	41129	Tempo: Increase current project tempo 01 BPM	Main:41129
Main	41130	Tempo: Decrease current project tempo 01 BPM	Main:41130
Main	41131	Tempo: Increase current project tempo 10 percent	Main:41131
Main	41132	Tempo: Decrease current project tempo 10 percent	Main:41132
Main	41133	Tempo: Increase current project tempo 100 percent (double)	Main:41133
Main	41134	Tempo: Decrease current project tempo 50 percent (half)	Main:41134
Main	41135	Tempo: Increase current project tempo 10 BPM	Main:41135
Main	41136	Tempo: Decrease current project tempo 10 BPM	Main:41136
Main	41137	Tempo: Increase current project tempo 0.1 BPM	Main:41137
Main	41138	Tempo: Decrease current project tempo 0.1 BPM	Main:41138
Main	41139	Item navigation: Select and move to item in previous track without changing track selection	Main:41139
Main	41140	Item navigation: Select and move to item in next track without changing track selection	Main:41140
Main	41141	FX: Show/hide track control for last touched FX parameter	Main:41141
Main	41142	FX: Show/hide track envelope for last touched FX parameter	Main:41142
Main	41143	FX: Show parameter modulation/link for last touched FX parameter	Main:41143
Main	41144	FX: Set MIDI learn for last touched FX parameter	Main:41144
Main	41145	FX: Set alias for last touched FX parameter	Main:41145
Main	41146	Mixer: Toggle autoarrange	Main:41146
Main	41147	Track: Insert new track at end of mixer	Main:41147
Main	41148	Envelope: Show all envelopes for tracks	Main:41148
Main	41149	Envelope: Show all envelopes for all tracks	Main:41149
Main	41150	Envelope: Hide all envelopes for all tracks	Main:41150
Main	41151	Envelope: Toggle show all envelopes for tracks	Main:41151
Main	41152	Envelope: Toggle show all envelopes for all tracks	Main:41152
Main	41153	Mixer: Toggle show icons for the last track in a folder	Main:41153
Main	41154	Mixer: Clickable icon for folder tracks to show/hide children	Main:41154
Main	41155	Reset position (cascade) all floating windows	Main:41155
Main	41156	Options: Selecting one grouped item selects group	Main:41156
Main	41157	View: Show project bay window	Main:41157
Main	41160	Automation: Write current values for all writing envelopes to time selection	Main:41160
Main	41161	Automation: Write current values for all writing envelopes from cursor to start of project	Main:41161
Main	41162	Automation: Write current values for all writing envelopes from cursor to end of project	Main:41162
Main	41163	Automation: Unarm all envelopes	Main:41163
Main	41167	Item navigation: Move cursor left to nearest item edge	Main:41167
Main	41168	Item navigation: Move cursor right to nearest item edge	Main:41168
Main	41171	Minimize REAPER	Main:41171
Main	41172	Dock/undock currently focused window	Main:41172
Main	41173	Item navigation: Move cursor to start of items	Main:41173
Main	41174	Item navigation: Move cursor to end of items	Main:41174
Main	41175	Reset all MIDI devices	Main:41175
Main	41176	Envelopes: Move selected points left a little bit	Main:41176
Main	41177	Envelopes: Move selected points right a little bit	Main:41177
Main	41178	Envelopes: Move selected points left by grid	Main:41178
Main	41179	Envelopes: Move selected points right by grid	Main:41179
Main	41180	Envelopes: Move selected points up a little bit	Main:41180
Main	41181	Envelopes: Move selected points down a little bit	Main:41181
Main	41182	Item: Snap items left	Main:41182
Main	41183	Item: Snap items right	Main:41183
Main	41184	Item: Snap items to nearest snap point	Main:41184
Main	41186	Options: New recording trims existing items behind new recording (tape mode)	Main:41186
Main	41191	Item: Remove fade in	Main:41191
Main	41192	Item: Remove fade out	Main:41192
Main	41193	Item: Remove fade in and fade out	Main:41193
Main	41194	Item: Toggle enable/disable default fadein/fadeout	Main:41194
Main	41195	Item: Enable default fadein/fadeout	Main:41195
Main	41196	Item: Disable default fadein/fadeout	Main:41196
Main	41197	Track: Set track solo defeat	Main:41197
Main	41198	Track: Unset track solo defeat	Main:41198
Main	41199	Track: Toggle track solo defeat	Main:41199
Main	41204	Fully unload unloaded VSTs	Main:41204
Main	41205	Item edit: Move position of item to edit cursor	Main:41205
Main	41206	Item: Move and stretch items to fit time selection	Main:41206
Main	41207	Render all queued renders	Main:41207
Main	41208	Transient detection sensitivity/threshold: Adjust...	Main:41208
Main	41209	Mixer: Toggle master track visible	Main:41209
Main	41212	Grid: Set to 1/48 (1/32 triplet)	Main:41212
Main	41213	Grid: Set to 1/24 (1/16 triplet)	Main:41213
Main	41214	Grid: Set to 1/6 (1/4 triplet)	Main:41214
Main	41215	Tempo envelope: Increase all tempo markers 01 BPM	Main:41215
Main	41216	Tempo envelope: Decrease all tempo markers 01 BPM	Main:41216
Main	41217	Tempo envelope: Increase all tempo markers 0.1 BPM	Main:41217
Main	41218	Tempo envelope: Decrease all tempo markers 0.1 BPM	Main:41218
Main	41219	Tempo envelope: Increase all tempo markers 0.01 BPM	Main:41219
Main	41220	Tempo envelope: Decrease all tempo markers 0.01 BPM	Main:41220
Main	41223	Track: Freeze to stereo (render pre-fader, save/remove items and online FX)	Main:41223
Main	41226	Item edit: Nudge/set...	Main:41226
Main	41227	Item edit: Close nudge/set dialog	Main:41227
